,词语,词频
10635,科普,26
10636,绿山富民,1
10637,鸣媛,2
10638,慈善,9
10639,芭蕾舞,3
10640,努尔,1
10641,总会,35
10642,专场,11
10643,巡回演出,3
10644,克里姆林宫,6
10645,天鹅湖,4
10646,芭蕾舞剧,2
10647,聋哑,1
10648,肢体,2
10649,助残,3
10650,芭蕾,10
10651,伴有,2
10652,手语,1
10653,解说,3
10654,教师,173
10655,站立,3
10656,随时,35
10657,残疾,14
10658,舞蹈,46
10659,博得,10
10660,高寿,5
10661,邹平县,1
10662,展销,8
10663,鲁成,1
10664,传真,21
10665,统计局,17
10666,可比价格,3
10667,翻两番,1
10668,铁路桥,3
10669,大修,14
10670,重载,1
10671,时速,13
10672,更换,14
10673,引桥,1
10674,线路,72
10675,钢筋,10
10676,混凝土,13
10677,轨枕,1
10678,超长,1
10679,无缝,3
10680,钢轨,2
10681,水污染,5
10682,郑州市,21
10683,协力,2
10684,上游,16
10685,废水,8
10686,贾鲁河,1
10687,硕果,7
10688,榆林,3
10689,工商户,2
10690,建起,2
10691,温室,16
10692,大棚,25
10693,陶,42
10694,大户,22
10695,威绿达,2
10696,充,3
10697,缺斤又短两,1
10698,志文,13
10699,前后,31
10700,不法,9
10701,商贩,14
10702,趁机,3
10703,掺杂使假,4
10704,缺斤短两,2
10705,坑害,3
10706,顾客,37
10707,局,88
10708,朝外,5
10709,六里屯,1
10710,大队人马,2
10711,兵,46
10712,庆申,1
10713,业主,12
10714,敬臣,6
10715,门店,6
10716,弟,4
10717,敬忠,4
10718,店,42
10719,产地,8
10720,五花八门,4
10721,辽中,1
10722,盘锦,1
10723,桦川,1
10724,于洪区,2
10725,宁官屯,1
10726,哪儿,11
10727,验,6
10728,慌忙,1
10729,玉泉路,1
10730,袋子,2
10731,副食品,39
10732,质检站,1
10733,正平,1
10734,摊,8
10735,义正辞严,2
10736,批评,118
10737,霉变,1
10738,糙,1
10739,无论如何,9
10740,算不得,1
10741,优等,1
10742,劣质,5
10743,冒充,7
10744,理屈辞穷,1
10745,只得,6
10746,罚款,51
10747,全顺,4
10748,售货,2
10749,磅秤,2
10750,违规,18
10751,秤砣,1
10752,铅封,1
10753,查验,7
10754,秤,12
10755,购,42
10756,业户,1
10757,诡辩,1
10758,准儿,1
10759,大笑不止,1
10760,刚才,3
10761,热火朝天,6
10762,铁将军把门,1
10763,令人鼓舞,9
10764,要么,21
10765,以次充好,1
10766,威慑,4
10767,须,43
10768,周刊,36
10769,出场,10
10770,专版,15
10771,金融版,7
10772,正庆,4
10773,仲藜,4
10774,怀诚,3
10775,君武,2
10776,送来,1
10777,神采飞扬,1
10778,经济部,8
10779,亮相,15
10780,第十二,13
10781,每周一,3
10782,信息量,4
10783,贴近,26
10784,借,51
10785,东风,5
10786,本期,3
10787,证券委,8
10788,证监会,9
10789,财政部,30
10790,难点,34
10791,俗话说得好,1
10792,一虎势单,1
10793,众鸟蔽日,1
10794,虎虎有生气,9
10795,离不开,1
10796,多多,6
10797,来稿,12
10798,致信,23
10799,着力,46
10800,政企,11
10801,分开,13
10802,减员增效,17
10803,世杰,17
10804,扭亏增盈,8
10805,党组,29
10806,志寰,4
10807,扭亏,10
10808,自负盈亏,3
10809,核算,11
10810,铁道部,28
10811,经营权,7
10812,出资者,1
10813,结构性,24
10814,分离,32
10815,精干,5
10816,机车,5
10817,铁道,5
10818,强有力,15
10819,减亏,4
10820,亏损额,7
10821,以内,12
10822,产粮,2
10823,售,18
10824,新农,1
10825,仁贵,1
10826,营业,38
10827,电气化,14
10828,基建,12
10829,新线,3
10830,铺轨,4
10831,复线,8
10832,工行,6
10833,投放,35
10834,巨款,8
10835,该行,38
10836,签发,3
10837,承兑,4
10838,汇票,5
10839,分行,51
10840,连锁,28
10841,各行,2
10842,设法,12
10843,销货款,1
10844,归行率,1
10845,事业性,11
10846,收费,98
10847,建兴,8
10848,摊派,8
10849,会同,29
10850,部级,3
10851,联席会议,13
10852,通知,97
10853,钢材,5
10854,推荐,22
10855,评估费,2
10856,行业管理费,1
10857,劳动部,8
10858,明令,3
10859,擅自,12
10860,审批,21
10861,泓洋,6
10862,林业,31
10863,附加值,18
10864,林业部,11
10865,湛江,7
10866,浆,1
10867,林产,1
10868,林区,12
10869,审查,36
10870,干鲜果品,1
10871,林化,1
10872,松香,1
10873,第三产业,24
10874,党建,19
10875,台州,8
10876,党代表,14
10877,玉环县,6
10878,仁碧,1
10879,台州市,3
10880,工作员,4
10881,股份合作制,38
10882,制动器,1
10883,暂,11
10884,党组织,32
10885,选派,21
10886,出色,32
10887,企业经营者,12
10888,隆中,1
10889,机械,60
10890,绪豹,1
10891,老黄,1
10892,第十三,9
10893,夫寿,1
10894,暴露,22
10895,空白点,1
10896,积极分子,6
10897,聘任,3
10898,专职,7
10899,兼职,4
10900,迁就,5
10901,强制,23
10902,监事会,6
10903,经营者,59
10904,骆,2
10905,石绵,1
10906,穿针引线,2
10907,坎门镇,1
10908,工办,1
10909,云英,2
10910,称道,7
10911,赞成,17
10912,熙,2
10913,建波,1
10914,锦鹄,3
10915,山东省,40
10916,支队,64
10917,支队长,6
10918,长水,19
10919,亲笔,5
10920,摸爬滚打,1
10921,恪尽职守,4
10922,倾注,11
10923,心血,30
10924,过硬,17
10925,行路,3
10926,摊点,11
10927,手术,26
10928,只顾,6
10929,城建,9
10930,窝,5
10931,摊贩,2
10932,商业点,1
10933,劝导,3
10934,强行,10
10935,拆除,5
10936,劝,13
10937,流动,68
10938,叫卖,2
10939,拉网式,2
10940,定点,12
10941,一再,26
10942,民警,82
10943,伤害,15
10944,清除,17
10945,可行,5
10946,路面,19
10947,倍增,4
10948,执勤,23
10949,重塑,5
10950,一班人,12
10951,勤务,4
10952,练,22
10953,早上,12
10954,训练场,3
10955,前头,3
10956,虚心,7
10957,听从,5
10958,教官,3
10959,掀起,28
10960,练兵,2
10961,充血,1
10962,苦练,3
10963,技能,26
10964,岗台,5
10965,潇洒,12
10966,刚劲,2
10967,誉为,31
10968,泉城,5
10969,不行,30
10970,礼貌,56
10971,纠章,2
10972,市中区,2
10973,志勇,7
10974,骑,20
10975,自行车,22
10976,小王,2
10977,敬礼,3
10978,劝诫,1
10979,污言秽语,1
10980,骂不还口,1
10981,纠,3
10982,失职,4
10983,敬,15
10984,礼,22
10985,感动,54
10986,道歉,24
10987,辛勤,26
10988,行人,22
10989,遵守交规率,1
10990,空洞,3
10991,从严,33
10992,廉洁勤政,2
10993,规矩,13
10994,送礼,33
10995,违背,9
10996,秉公,2
10997,车管,2
10998,熟,5
10999,心想,5
11000,出面,5
11001,挡,7
11002,丰厚,12
11003,礼品,23
11004,凌晨,18
11005,碰上,6
11006,交待,9
11007,历城,1
11008,大队长,2
11009,岗,33
11010,查看,10
11011,正好,18
11012,安危,5
11013,儿戏,2
11014,当即,23
11015,中队长,2
11016,停职,1
11017,免职,6
11018,公安局长,3
11019,党委会,1
11020,重心,8
11021,防范,63
11022,联防,4
11023,菜单,5
11024,某省,2
11025,下基层,25
11026,荤,1
11027,汤,22
11028,自行,20
11029,约法三章,3
11030,喝酒,4
11031,收受,2
11032,土特产品,4
11033,议论,13
11034,赞扬,18
11035,小事,16
11036,桩,8
11037,不值一提,2
11038,出风头,1
11039,样子,18
11040,抒,1
11041,己见,1
11042,公务,20
11043,超标准,4
11044,称之为,16
11045,公款吃喝,7
11046,三令五申,5
11047,风行,3
11048,如故,1
11049,怨声载道,2
11050,屡禁不止,4
11051,欠缺,5
11052,领导者,12
11053,焉,5
11054,矣,11
11055,党群关系,1
11056,公害,4
11057,琐事,2
11058,不正之风,30
11059,自不必说,1
11060,党群,5
11061,干群,8
11062,丰盛,9
11063,试问,2
11064,到底,21
11065,山珍海味,1
11066,生猛海鲜,1
11067,觥筹交错,1
11068,宴席,2
11069,商定,14
11070,为由,24
11071,片面,6
11072,有害,9
11073,此风,3
11074,得不到,1
11075,顽症,5
11076,绝无仅有,4
11077,要义,6
11078,歪风,4
11079,厌恶,1
11080,日薄西山,1
11081,公开栏,11
11082,洪柯,1
11083,起河,1
11084,栏,11
11085,怵,1
11086,违法,107
11087,邯郸县,1
11088,黄粱梦镇,1
11089,七嘴八舌,2
11090,夸赞,4
11091,黄粱梦,2
11092,首家,2
11093,警长,14
11094,报警,24
11095,出警率,1
11096,刑事,49
11097,该镇,6
11098,吕仙祠,1
11099,方便,99
11100,安全感,4
11101,警务,2
11102,警务区,3
11103,联系卡,1
11104,公用电话,1
11105,地带,12
11106,漆,4
11107,序号,1
11108,姓名,17
11109,呼号,2
11110,有事,3
11111,警车,15
11112,分数,4
11113,传呼,1
11114,警,18
11115,处置,14
11116,事后,15
11117,督促,9
11118,尽职尽责,3
11119,以此,18
11120,群防群治,1
11121,书生,2
11122,打架,4
11123,斗殴,2
11124,酗酒,3
11125,滋事,2
11126,袁庄,1
11127,李某,6
11128,酒后,3
11129,砸,15
11130,坏,23
11131,苏里,1
11132,粮站,2
11133,坏人坏事,1
11134,薛庄村,1
11135,拐卖,1
11136,嫌疑人,55
11137,流窜,2
11138,举报,35
11139,抓获,14
11140,归案,2
11141,锚索,6
11142,四百,8
11143,抢险,29
11144,东文,2
11145,晓春,14
11146,总参,9
11147,工程兵,4
11148,科研所,6
11149,预应力,2
11150,建设史,6
11151,八渡,3
11152,车站,41
11153,加固,11
11154,啃,8
11155,硬骨头,3
11156,著称,11
11157,数亿,5
11158,交界处,4
11159,南盘江,4
11160,历年,9
11161,堆积体,1
11162,物体,14
11163,塌方,2
11164,滑坡体,2
11165,牢牢,15
11166,锁,19
11167,构筑物,8
11168,深部,1
11169,岩层,2
11170,锚固,1
11171,工期,7
11172,发电站,4
11173,漫湾,1
11174,小浪底,9
11175,大潮山,1
11176,社会效益,20
11177,帝王,1
11178,地基,3
11179,土体,1
11180,坍塌,8
11181,危及,20
11182,深南,1
11183,投资方,1
11184,熊谷,1
11185,胜任,5
11186,全封闭,3
11187,喷锚网,2
11188,原位,1
11189,了不起,7
11190,培训班,17
11191,建设部,9
11192,支护,1
11193,研修班,1
11194,军转民,2
11195,锦州市,4
11196,条幅,1
11197,中小学生,14
11198,作画,4
11199,手势,5
11200,图片展,4
11201,络绎不绝,8
11202,警钟,7
11203,倡议书,2
11204,宣传站,1
11205,解答,11
11206,疑难,4
11207,春生,7
11208,广艳,1
11209,解愁,4
11210,武汉,74
11211,政务,11
11212,按图索骥,1
11213,合乎,4
11214,解难,5
11215,湖北省,44
11216,武汉市,29
11217,本着,15
11218,民政部门,12
11219,管辖区,2
11220,张榜,5
11221,民政,15
11222,建章,4
11223,分理,1
11224,发给,17
11225,花钱,18
11226,广而告之,1
11227,好坏,7
11228,尺子,1
11229,评判,6
11230,之下,21
11231,难看,5
11232,难听,1
11233,职位,8
11234,上门,23
11235,一经,6
11236,查实,4
11237,纪律,70
11238,拒之门外,3
11239,中华路,2
11240,师傅,22
11241,政治处,2
11242,打听,11
11243,主管,126
11244,科长,20
11245,赶忙,4
11246,事由,1
11247,笔录,3
11248,扶,30
11249,缘由,2
11250,手边,1
11251,政策性,20
11252,表扬信,5
11253,望国,1
11254,冬蓉,1
11255,构建,19
11256,偏远,15
11257,四川省,38
11258,乐山市,1
11259,金口河区,1
11260,军民共建,9
11261,彝,2
11262,汉,10
11263,乐山,3
11264,爱国主义,36
11265,细胞,23
11266,该区,2
11267,军,129
11268,互联,2
11269,共建,22
11270,融洽,5
11271,标志性,6
11272,峨金,1
11273,结晶,4
11274,晓勤,1
11275,洋,14
11276,桥,23
11277,运城,5
11278,组织部,15
11279,政绩,9
11280,地直,1
11281,副处级,4
11282,选配,1
11283,暂行,20
11284,充实,27
11285,支部,10
11286,乡镇长,7
11287,贫困村,18
11288,后备,15
11289,挂职,8
11290,闻喜县,2
11291,机关干部,29
11292,蹲点,8
11293,深井,1
11294,管灌,1
11295,渗灌,1
11296,去年初,4
11297,十万,11
11298,压,34
11299,门路,18
11300,心连心,14
11301,锦旗,7
11302,牌匾,3
11303,岸涛,2
11304,陈屿镇,1
11305,户口,10
11306,鸥鸣,1
11307,厦门市,4
11308,偏僻,9
11309,山村,18
11310,新圩镇,1
11311,马塘村,1
11312,富民政策,1
11313,花园式,4
11314,张青,2
11315,严惩,5
11316,系列剧,3
11317,京都,2
11318,魂,6
11319,杀青,1
11320,有线,9
11321,首播,2
11322,良基,2
11323,该剧,15
11324,该片,6
11325,片名,5
11326,宁,67
11327,中级,7
11328,人民法院,106
11329,法律系,1
11330,丰台区,2
11331,南苑乡,1
11332,会聚,2
11333,堂,10
11334,共识,40
11335,研讨,34
11336,北空,2
11337,后勤,16
11338,场站,4
11339,争创,18
11340,全优,3
11341,去年底,26
11342,严密,13
11343,外场,1
11344,秩序井然,3
11345,尽心,2
11346,尽职,2
11347,百分之八十,5
11348,优良场次率,1
11349,百分之九十九点九,1
11350,东燕,2
11351,冯,73
11352,春林,2
11353,昌平,1
11354,农闲,6
11355,该部,6
11356,创利,4
11357,向东,6
11358,志承,1
11359,省人大,45
11360,启彤,3
11361,慎始而敬终,1
11362,本届,30
11363,答卷,3
11364,困,12
11365,左传,1
11366,引古逸书,1
11367,意思,19
11368,怠慢,3
11369,终结,11
11370,窘迫,3
11371,不失为,4
11372,警诫,1
11373,宪法,39
11374,选举法,7
11375,县级,45
11376,少有,8
11377,人大代表,22
11378,进退留转,1
11379,法定,27
11380,名权位,1
11381,慎始敬终,1
11382,班,34
11383,句号,8
11384,后来者,2
11385,可贵,12
11386,心思,7
11387,过多,5
11388,进退,2
11389,门子,2
11390,位子,3
11391,封官许愿,1
11392,拉帮结派,3
11393,反正,6
11394,思,17
11395,回避,14
11396,消极,19
11397,守,27
11398,马虎,6
11399,本职,3
11400,北上,7
11401,出境,15
11402,出国,24
11403,为名,5
11404,散心,2
11405,任职,18
11406,大半生,1
11407,一贯,38
11408,问号,4
11409,因循守旧,3
11410,就是说,3
11411,闭幕,27
11412,视,29
11413,名利,6
11414,淡如逝水,1
11415,重于泰山,1
11416,慎,5
11417,胸怀坦荡,3
11418,自重,5
11419,自省,2
11420,交接班,2
11421,舞剧,17
11422,落幕,7
11423,玉琴,9
11424,胡桃,1
11425,夹子,1
11426,音符,3
11427,琴弦,2
11428,滑,22
11429,文化部,27
11430,广电部,13
11431,舞剧院,6
11432,舞剧团,2
11433,呈献,1
11434,巫山,1
11435,神女,1
11436,费加罗,3
11437,婚礼,18
11438,剧目,56
11439,朵朵,3
11440,奇葩,1
11441,艺术工作者,6
11442,动向,18
11443,以外,36
11444,剧团,40
11445,源潮,2
11446,震宙,1
11447,征求,11
11448,激,5
11449,评议,11
11450,区直,8
11451,直属机关,13
11452,浮,8
11453,特殊化,1
11454,纪委,62
11455,工委,16
11456,问卷,3
11457,印发,7
11458,处级,10
11459,无计名,1
11460,反馈,10
11461,一共,8
11462,谋取,8
11463,卡,17
11464,报销,9
11465,行贿,9
11466,受贿,26
11467,贪污,43
11468,挪用,15
11469,任人唯亲,1
11470,公费,3
11471,旅行,17
11472,弄虚作假,8
11473,拖拉,1
11474,信誉,18
11475,十佳,13
11476,整改,19
11477,评,29
11478,反响,44
11479,清正,1
11480,廉明,1
11481,取信于民,1
11482,提神,1
11483,孤,4
11484,孤老,3
11485,宣传月,1
11486,银奖,4
11487,柴,16
11488,宝成,4
11489,玉敏,1
11490,小站稻,1
11491,各区,7
11492,搬家,1
11493,出车,1
11494,足不出户,1
11495,释疑,4
11496,解惑,4
11497,孤老户,2
11498,捐物,23
11499,玉红,1
11500,荻,4
11501,录像,7
11502,剪彩,7
11503,省力,3
11504,财,14
11505,汕头,9
11506,广东省,64
11507,汕头市,10
11508,林伯欣,1
11509,会展,2
11510,嘉宾,4
11511,物力,12
11512,伟生,2
11513,翁,4
11514,慕,6
11515,凌飞,10
11516,病逝,3
11517,淑英,2
11518,整整,17
11519,溘然长逝,1
11520,享年,9
11521,倩,1
11522,拜,35
11523,善子,1
11524,大千,1
11525,大风堂,1
11526,入室弟子,2
11527,孜孜以求,1
11528,花鸟,1
11529,仕女,1
11530,佛释,1
11531,走兽,1
11532,攻,13
11533,擅长,6
11534,长卷,2
11535,代表作,6
11536,蜀山,1
11537,雄图,2
11538,岱宗,1
11539,旭日,3
11540,荷,7
11541,宫,3
11542,纪念堂,13
11543,颖超,8
11544,平津战役,2
11545,巨制,2
11546,赈灾,13
11547,义卖,4
11548,教,45
11549,劳教,3
11550,帮教,1
11551,艺,4
11552,馨,6
11553,市政协,8
11554,文史,7
11555,馆,10
11556,馆员,8
11557,天津市,31
11558,书法家,10
11559,遗体,9
11560,北仓,1
11561,殡仪馆,1
11562,光亮,13
11563,白莲,12
11564,头发,6
11565,瘦弱,3
11566,身躯,4
11567,单,62
11568,外表,3
11569,想不到,2
11570,津贴,16
11571,广昌,4
11572,美誉,8
11573,品质,31
11574,结实率,2
11575,莲子,3
11576,粒,14
11577,肩上,12
11578,伊始,11
11579,莲,8
11580,选育,8
11581,建莲,2
11582,百花莲,2
11583,杂交,10
11584,开花,8
11585,熬,6
11586,通宵,1
11587,蚂蟥,1
11588,咬,7
11589,流血,13
11590,浑然不知,1
11591,昏倒,2
11592,天道酬勤,1
11593,生长期,1
11594,抗逆性,1
11595,赣莲,5
11596,营养,22
11597,外销,2
11598,佳品,1
11599,荣获,36
11600,博览会,15
11601,金奖,14
11602,稻,7
11603,愁,16
11604,潜心,10
11605,套种,5
11606,晚稻,2
11607,熊掌,2
11608,产莲区,1
11609,盱江镇,1
11610,小港村,1
11611,秋林,1
11612,栽种,2
11613,老刘,2
11614,风雨无阻,2
11615,打药,2
11616,授粉,1
11617,施肥,9
11618,换换,2
11619,精选,10
11620,太空,17
11621,诱变,2
11622,试验,78
11623,卫星,61
11624,高速,37
11625,粒子,4
11626,微重力,2
11627,种子,75
11628,变异,7
11629,转,69
11630,悔,3
11631,红土地,2
11632,高薪,3
11633,谢绝,6
11634,挖,49
11635,栽培,21
11636,止境,4
11637,年逾花甲,1
11638,蹲,16
11639,钵,2
11640,大器晚成,1
11641,志存高远,1
11642,下期,1
11643,第九十五,1
11644,绘,5
11645,人间,23
11646,道国,1
11647,贵剑,1
11648,一辆辆,2
11649,棉衣,22
11650,棉被,23
11651,帐篷,46
11652,防寒,6
11653,贡嘎,1
11654,漫天,6
11655,风雪,18
11656,驶,12
11657,拨发,1
11658,暴风雪,10
11659,高寒,8
11660,缺氧,5
11661,积雪,15
11662,上万,19
11663,紧缺,5
11664,农牧民,10
11665,发送,6
11666,双拥,83
11667,诞生地,1
11668,拥军优属,8
11669,拥政爱民,9
11670,井冈山,7
11671,拥军,24
11672,同呼吸,3
11673,共命运,3
11674,大好,12
11675,驻军,44
11676,乐平,2
11677,炮兵,4
11678,演习,33
11679,全力以赴,7
11680,拨款,19
11681,取名,2
11682,直通,6
11683,营区,7
11684,城,55
11685,双争,1
11686,烹调,1
11687,赣,4
11688,军民共建点,2
11689,援建,5
11690,失学,16
11691,校园,17
11692,光缆,11
11693,铺设,8
11694,吃苦,8
11695,昌,2
11696,险,20
11697,前刚,6
11698,江面,3
11699,游乐,13
11700,游乐区,1
11701,正门,4
11702,古典式,1
11703,冰,39
11704,追,25
11705,国宝,2
11706,聂当卓玛拉康寺,1
11707,佛像,5
11708,该寺,1
11709,寺,2
11710,宝,6
11711,强巴阿擦热,1
11712,尊,13
11713,不法分子,8
11714,盗,6
11715,偷运,1
11716,高价,7
11717,交涉,5
11718,卓玛拉康寺,1
11719,辨认,6
11720,接收,29
11721,桦,4
11722,琦,5
11723,回顾展,1
11724,艺途,1
11725,炎黄,1
11726,艺术馆,3
11727,版画,3
11728,画风,5
11729,演变,13
11730,带有,29
11731,美协,3
11732,守仁,2
11733,颁发,43
11734,争艳,3
11735,实业家,1
11736,紫荆花,1
11737,勋章,8
11738,济民,3
11739,桑麻,2
11740,基金会,67
11741,颁奖会,2
11742,关葆,1
11743,分获,5
11744,二等奖,5
11745,纺织界,1
11746,元老,1
11747,卓著,10
11748,黄岛,2
11749,截获,4
11750,谷斑皮蠹,3
11751,动植物,5
11752,检疫局,1
11753,葵花仁,1
11754,检疫,7
11755,查获,30
11756,严防,3
11757,扩散,11
11758,货物,19
11759,熏蒸,1
11760,害虫,2
11761,境,6
11762,危险性,2
11763,虫害,3
11764,学春,6
11765,长法,1
11766,招商,10
11767,热线,12
11768,便捷,9
11769,概况,3
11770,贤迅,1
11771,世博会,3
11772,园艺,6
11773,赞助,57
11774,规格,18
11775,邀请函,2
11776,筹备,19
11777,审计,63
11778,维东,5
11779,院士,30
11780,评点,4
11781,风云,10
11782,多利,5
11783,火星,6
11784,登陆,7
11785,震惊,11
11786,纳米,4
11787,科技界,9
11788,拂,6
11789,卷起,1
11790,浓浓,7
11791,烟雾,5
11792,印痕,2
11793,工程院,6
11794,院长,80
11795,分辨率,6
11796,基因组,4
11797,物理,18
11798,转基因,3
11799,杂交稻,4
11800,领先,32
11801,票,61
11802,分列,5
11803,奥秘,5
11804,农作物,17
11805,育种,12
11806,除草剂,1
11807,植入,4
11808,制种,2
11809,纯度,3
11810,实用化,2
11811,开创性,2
11812,宜瑜,3
11813,当之无愧,7
11814,协办,9
11815,更改,3
11816,会议性,1
11817,候选,4
11818,克隆羊,3
11819,备,17
11820,公众,23
11821,人机,1
11822,大战,13
11823,名落孙山,1
11824,包揽,5
11825,对比,11
11826,坦言,5
11827,科学界,5
11828,配制,3
11829,风云二号,2
11830,气象卫星,2
11831,发射,43
11832,电子学,1
11833,超高,1
11834,存储,6
11835,突破性,17
11836,点阵,1
11837,存储点,1
11838,量级,1
11839,银河,2
11840,计算机,75
11841,巨型机,1
11842,缆,2
11843,水下,3
11844,机器人,6
11845,洋底,1
11846,单克隆,3
11847,抗体,5
11848,乙脑,2
11849,临床,27
11850,三志,1
11851,植物,23
11852,孢子植物,1
11853,创世,1
11854,收载,1
11855,青藏,16
11856,钻,23
11857,取,58
11858,冰芯,2
11859,样品,4
11860,直拉,1
11861,硅单晶,2
11862,拉制,1
11863,送子观音,2
11864,湛江市,2
11865,惠珍,20
11866,霞,6
11867,大夫,17
11868,马海德,4
11869,幼马,1
11870,双十佳,1
11871,医生,65
11872,中西医,7
11873,刀,30
11874,疏通,10
11875,输卵管,4
11876,阻塞,4
11877,疗法,24
11878,创立者,1
11879,育龄,4
11880,不育症,4
11881,婚后,1
11882,不和,1
11883,睦,1
11884,行医,10
11885,卫生所,1
11886,屯昌县,1
11887,妇产科,2
11888,西医,2
11889,钻研,13
11890,中医,25
11891,试图,20
11892,前人,13
11893,男女,28
11894,药方,15
11895,一整套,14
11896,治愈率,3
11897,妙,4
11898,术,5
11899,患者,47
11900,求医,4
11901,年过花甲,1
11902,慕名,5
11903,携,14
11904,求治,1
11905,不孕,1
11906,女方,4
11907,加压,3
11908,医术,4
11909,赐,2
11910,麟,2
11911,儿,1
11912,镜屏,1
11913,报喜,5
11914,简化,11
11915,剩,10
11916,夫妻,12
11917,廉价,6
11918,饭菜,5
11919,食堂,13
11920,崇拜,7
11921,博士,32
11922,敏章,1
11923,理事长,9
11924,苏菲,1
11925,定安县,1
11926,龙门镇,1
11927,三九,5
11928,破旧,3
11929,不堪,4
11930,校舍,8
11931,名医药,1
11932,洁萍,1
11933,合写,1
11934,与会者,23
11935,授予,40
11936,名医,2
11937,客座教授,1
11938,贝福荣,1
11939,世人,18
11940,成年,2
11941,体细胞,1
11942,哺乳动物,7
11943,探路者,2
11944,飞船,16
11945,麻省,1
11946,理工学院,7
11947,物理学家,6
11948,钠,1
11949,光子,1
11950,染色体,4
11951,人造,1
11952,致病,2
11953,便利,20
11954,黑洞,6
11955,证据,75
11956,密执安,1
11957,望远镜,14
11958,有望,13
11959,解开,5
11960,天文学,2
11961,神秘,16
11962,谜,5
11963,亚原子,1
11964,物理学,3
11965,基础理论,3
11966,卡西尼,2
11967,土星,2
11968,探测器,22
11969,乙肝,3
11970,病毒,22
11971,机理,5
11972,疫苗,4
11973,药物,30
11974,宇航员,12
11975,检修,8
11976,哈勃,7
11977,郎中,2
11978,症,4
11979,急诊,11
11980,绝招,3
11981,中医院,4
11982,急诊科,3
11983,指头,3
11984,枕头,1
11985,汤药,1
11986,改观,14
11987,病人,37
11988,中药,35
11989,用药,4
11990,中医药,15
11991,选拔,21
11992,急诊室,1
11993,体力,8
11994,骆驼,14
11995,猴子,1
11996,黄牛,2
11997,绝大部分,16
11998,室,10
11999,中风,2
12000,热病,1
12001,胸痹,1
12002,厥脱,1
12003,急症,3
12004,协作组,2
12005,应用,70
12006,速效,2
12007,必备,5
12008,相继,46
12009,设想,20
12010,主任委员,3
12011,永炎,1
12012,内科,5
12013,疗效,12
12014,先导,5
12015,享,6
12016,电话局,12
12017,本市,7
12018,电话网,4
12019,用户,102
12020,多媒体,16
12021,首都在线,5
12022,入网,14
12023,开放式,2
12024,主叫,3
12025,计费,4
12026,市话网,1
12027,电话线,2
12028,调制解调器,2
12029,拨通,6
12030,即可,21
12031,使用量,1
12032,付款,4
12033,浏览,6
12034,互联网,10
12035,在线,3
12036,邮件,37
12037,接入,4
12038,拨号,1
12039,占线,1
12040,拥塞,1
12041,陕西,25
12042,画说,1
12043,封面,6
12044,点金术,2
12045,勤劳,15
12046,不畏,14
12047,嘉诚,3
12048,磨难,5
12049,松下幸之助,1
12050,希尔顿,10
12051,屡,8
12052,挫折,9
12053,百折不挠,2
12054,传,38
12055,才干,2
12056,卫平,11
12057,淮安,6
12058,新华书店,18
12059,开设,32
12060,图书,78
12061,专柜,7
12062,长谷,1
12063,违禁,8
12064,游戏机,2
12065,市郊,8
12066,红庙岭,1
12067,垃圾场,6
12068,清查,9
12069,罚没,4
12070,赌博机,3
12071,老虎机,3
12072,枪击,6
12073,晚报,20
12074,回潮,2
12075,忌恨,1
12076,歹徒,31
12077,砂枪,1
12078,恐吓,2
12079,此案,10
12080,批示,18
12081,正当,27
12082,专案组,1
12083,侦查,51
12084,文化局,8
12085,工商局,30
12086,出动,20
12087,违禁机,2
12088,电脑板,1
12089,折合,7
12090,吊销,10
12091,游戏厅,1
12092,本溪,17
12093,史展,1
12094,重现,8
12095,英烈,7
12096,本溪市,4
12097,档案局,5
12098,可爱,12
12099,实物,23
12100,专题片,9
12101,概览,6
12102,名胜,5
12103,囊括,2
12104,籍,8
12105,矿产,29
12106,标本,4
12107,名优,13
12108,证券业,9
12109,年鉴,5
12110,创刊,22
12111,保险,83
12112,联交所,1
12113,交大,2
12114,建工,4
12115,工程学院,3
12116,校,10
12117,封闭,27
12118,共享,13
12119,直属,9
12120,高校,77
12121,院校,40
12122,互聘,1
12123,师资,10
12124,实验室,19
12125,实习,4
12126,课程,22
12127,申报,19
12128,研究生,17
12129,医药,58
12130,名典,2
12131,光盘,71
12132,贸促会,4
12133,遴选,3
12134,中西,9
12135,制药,17
12136,商店,54
12137,新药,26
12138,包容,4
12139,制成,5
12140,网页,8
12141,玉宣,1
12142,拓宽,25
12143,宏治,10
12144,涅姆佐夫,5
12145,连云港,10
12146,核电站,55
12147,列为,37
12148,推销,9
12149,俄国,15
12150,商人,18
12151,瑞典,34
12152,随同,12
12153,布尔加克,1
12154,普里马科夫,19
12155,原子能,12
12156,工业部,15
12157,米哈伊洛夫,1
12158,维亚希列夫,1
12159,斯堪的纳维亚,1
12160,切尔诺梅尔金,13
12161,协定,53
12162,俄方,2
12163,海底,5
12164,浩大,2
12165,耗资,11
12166,下旬,21
12167,重振,8
12168,七国集团,2
12169,丹佛,2
12170,债权国,3
12171,讨,4
12172,亚太经济,2
12173,论坛,42
12174,欧,85
12175,洲,4
12176,生效,12
12177,悬而未决,3
12178,拟,20
12179,世贸,10
12180,准入,1
12181,修改,67
12182,审核,16
12183,准则,17
12184,全球性,8
12185,自由化,11
12186,世界市场,9
12187,舆论界,13
12188,取决于,31
